ano,mes,origen,destino,tipo_equipo,tipo_vuelo,trafico,empresa,vuelos,sillas,carga_ofrecida,pasajeros,carga_bordo
2011,5,BMG,VVC,C172,T,N,TARI,2.0,nan,0.0,6.0,40.0
2012,6,9BW,BOG,C208,T,N,LLANERA DE AVIACION,1.0,0.0,0.0,1.0,2.0
2012,3,EYP,7GC,C206,T,N,ALPES S.A.S,2.0,0.0,0.0,2.0,114.39999999999999
2013,1,PSO,BOG,A318,A,N,AVIANCA,3.0,300.0,58089.0,248.0,390.0
2012,4,BOG,PPN,F50,R,nan,AVIANCA,84.0,4368.0,45780.0,3204.0,0.0
2012,5,9CU,EYP,C206,T,N,ALPES S.A.S,30.0,0.0,0.0,62.0,1510.0
2013,3,BOG,CLO,BE40,T,N,SEARCA S.A.,nan,0.0,0.0,7.0,150.0
2010,6,VVC,EYP,P28A,T,N,TARI,4.0,0.0,0.0,0.0,20.0
2011,6,BOG,PCR,B732,R,N,AEROSUCRE,4.0,0.0,60000.0,0.0,45767.0
2013,9,TME,VVC,PA34,T,nan,AERUPIA SAS,1.0,nan,0.0,2.0,0.0
2013,6,BOG,7NT,B190,T,N,SEARCA S.A.,10.0,0.0,0.0,132.0,2987.0
2011,1,BOG,ADZ,M83,A,N,AVIANCA,2.0,290.0,830.0,288.0,0.0
2012,2,EYP,TME,C210,T,N,SAER,1.0,0.0,0.0,2.0,0.0
2013,10,BOG,UIB,B190,T,N,TAC,3.0,nan,0.0,30.0,2067.52
2010,4,IBE,CPL,C180,T,N,SAER,2.0,0.0,0.0,2.0,180.0
2012,9,MVP,VVC,PA34,T,N,SAER,2.0,0.0,0.0,4.0,0.0
2010,1,PUU,NVA,DH8D,R,N,AIRES,31.0,1147.0,42003.0,657.0,415.0
2013,11,GPI,BUN,PA34,T,N,SOLAIR S.A.S,1.0,0.0,0.0,3.0,0.0
2013,3,PCR,AUC,C182,T,N,AEROMENEGUA,nan,0.0,0.0,2.0,400.0
2011,11,BOG,VGP,D328,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,13.0,416.0,9750.0,274.0,186.0
2013,12,7NS,BOG,B190,T,N,SEARCA S.A.,13.0,0.0,0.0,193.0,2453.0
2012,2,BOG,FLA,E170,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,nan,76.0,2400.0,64.0,0.0
2011,1,BOG,VUP,B737,R,N,AIRES,26.0,3848.0,2800.0,nan,2754.0
2012,2,MVP,BOG,E170,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,7.0,532.0,33600.0,294.0,800.0
2011,4,VVC,EYP,C206,T,N,AERO APOYO,1.0,0.0,0.0,3.0,0.0
2013,6,PUU,GYM,C208,T,nan,LLANERA DE AVIACION,3.0,0.0,0.0,18.0,1657.37
2011,2,BOG,BOG,A320,C,N,AVIANCA,15.0,2261.0,75383.0,nan,26330.0
2013,11,PUU,NVA,B190,T,N,PETROLEUM,10.0,nan,0.0,146.0,572.0
2013,7,EYP,9CU,C206,T,N,AERO APOYO,1.0,0.0,0.0,4.0,26.0
2010,1,AUC,TME,C172,T,N,AEROMENEGUA,2.0,0.0,0.0,5.0,715.0
2013,11,NVA,PTL,PA34,T,N,SAER,1.0,nan,0.0,4.0,100.0
2013,12,7NT,EYP,B190,T,N,SEARCA S.A.,2.0,0.0,0.0,29.0,240.0
2011,11,VVC,BOG,DH8D,R,N,AIRES,48.0,1776.0,2200.0,1415.0,2132.0
2011,3,VGP,BOG,L410,T,N,SEARCA S.A.,1.0,nan,0.0,3.0,0.0
2012,11,ADZ,BOG,E190,R,N,AEROREPUBLICA,88.0,9328.0,884262.0,nan,52538.0
2012,9,BOG,ADZ,A320,C,N,AVIANCA,nan,4950.0,179439.25999999998,4477.0,103304.62999999999
2011,8,NVA,BOG,BE20,T,N,SEARCA S.A.,3.0,0.0,0.0,9.0,100.0
2010,4,EYP,VVC,PA34,T,N,SAER,2.0,0.0,0.0,4.0,0.0
2012,11,SVI,NVA,PA34,T,N,SAER,3.0,0.0,0.0,7.0,200.0
2010,3,VVC,MVP,C182,T,N,TARI,1.0,0.0,0.0,2.0,193.04999999999998
2013,2,BOG,7NT,B190,T,N,SEARCA S.A.,14.0,0.0,0.0,202.0,5370.0
2010,10,BOG,CTG,B190,T,N,PETROLEUM,1.0,0.0,0.0,0.0,100.0
2012,4,VVC,BMG,C172,T,N,SAVIARE LTDA,1.0,0.0,0.0,2.0,30.0
2011,10,EYP,7GF,C172,T,N,ALPES S.A.S,2.0,0.0,0.0,nan,273.0
2013,1,BMG,VVC,C182,T,N,LASER AEREO S.A.S,nan,0.0,0.0,1.0,0.0
2013,1,EYP,RAV,C206,T,N,AERO APOYO,1.0,0.0,0.0,nan,140.0
2013,3,BOG,PUU,AT43,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,25.0,1150.0,37500.0,619.0,619.0
2011,2,BOG,NVA,L410,T,N,SEARCA S.A.,7.0,0.0,0.0,54.0,890.0
2013,10,BOG,NVA,B190,T,N,SEARCA S.A.,2.0,0.0,0.0,10.0,1240.0
2013,7,MVP,MTR,C206,T,nan,AEROLINEAS LLANERAS ARALL LTDA.,1.0,0.0,0.0,0.0,920.0
2012,11,CLO,BOG,A319,R,N,AVIANCA,119.0,14242.0,925401.0,11336.0,27269.0
2012,12,BOG,CLO,B721,R,N,AEROSUCRE,1.0,0.0,21000.0,0.0,13836.0
2012,8,GYM,VVC,C206,T,N,ARO LTDA,1.0,0.0,0.0,5.0,0.0
2013,2,CLO,ADZ,E190,R,N,AEROREPUBLICA,28.0,2932.0,271590.0,2041.0,25628.0
2010,10,EYP,7GF,C172,T,N,ALPES S.A.S,4.0,0.0,0.0,6.0,243.0
2012,7,MVP,BOG,E170,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,4.0,304.0,4800.0,204.0,305.76
2013,2,RCH,BOG,A318,R,N,AVIANCA,3.0,300.0,10915.0,267.0,1073.0
2012,12,EJA,BOG,B190,T,N,SEARCA S.A.,11.0,0.0,0.0,150.0,4844.84
2013,5,7NT,BOG,B190,T,N,SEARCA S.A.,15.0,0.0,0.0,233.0,2381.0
2012,8,MTR,CTG,JS32,R,N,AEROLINEA DE ANTIOQUIA S.A.,57.0,1105.0,25924.0,nan,2524.0
2011,11,VGP,BOG,B190,T,N,SEARCA S.A.,7.0,0.0,0.0,121.0,910.0
2010,7,NVA,PUU,C185,T,N,SAVIARE LTDA,1.0,0.0,0.0,3.0,50.0
2011,12,CUC,BOG,319,R,N,AVIANCA,10.0,1201.0,65881.0,1045.0,170.0
2010,7,BOG,CUC,E190,R,N,AEROREPUBLICA,87.0,9057.0,182465.0,7899.0,45180.0
2013,11,CLO,BOG,BE20,T,N,NACIONAL DE AVIACION S.A.S,1.0,0.0,0.0,1.0,0.0
2013,3,PCR,VVC,AN26,R,N,SELVA,1.0,19.0,5000.0,10.0,850.0
2010,2,AUC,BOG,D328,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,5.0,160.0,24750.0,127.0,711.0
2010,11,BOG,UIB,C414,T,N,AEROLINEAS ALAS DE COLOMBIA LTDA.,3.0,0.0,0.0,6.0,0.0
2011,5,UIB,BOG,C414,T,N,AEROLINEAS ALAS DE COLOMBIA LTDA.,2.0,0.0,0.0,8.0,0.0
2012,6,BOG,NVA,C414,T,N,AEROLINEAS ALAS DE COLOMBIA LTDA.,nan,0.0,0.0,6.0,0.0
2013,6,PCR,EYP,AN32,T,N,AER CARIBE LIMITADA,1.0,0.0,0.0,0.0,286.0
2013,4,VVC,VVC,C172,T,N,ALPES S.A.S,nan,0.0,0.0,1.0,0.0
2013,8,AUC,BOG,B721,R,N,LAS,5.0,0.0,2020.0,0.0,2000.0
2011,11,UIB,BOG,DH4,R,N,AIRES,1.0,nan,100.1,30.0,87.22999999999999
2010,3,BOG,FLA,BE9L,T,N,RIO SUR,1.0,0.0,0.0,6.0,71.5
2010,9,ACR,VVC,DC3,T,N,ALLAS S.A.S,1.0,0.0,0.0,0.0,8100.0
2011,8,RVE,BOG,D328,R,nan,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,8.0,nan,3000.0,nan,214.76000000000002
2010,11,BOG,MTR,E190,R,N,AEROREPUBLICA,59.0,6231.0,596546.0,5085.0,31049.0
2010,2,BOG,CUC,A320,R,N,AVIANCA,25.0,3726.0,311244.0,3291.0,20028.0
2013,9,EJA,VVC,AN26,R,N,SELVA,1.0,8.0,15000.0,0.0,1500.0
2010,7,7NS,VVC,B190,T,N,SEARCA S.A.,3.0,0.0,0.0,54.0,480.0
2013,4,VVC,PCR,PA34,T,N,SAER,5.0,0.0,0.0,17.0,95.0
2010,3,BOG,PUU,D328,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,24.0,768.0,39600.0,562.0,1064.0
2013,5,TDA,EYP,BE20,T,N,NACIONAL DE AVIACION S.A.S,1.0,0.0,0.0,1.0,0.0
2013,7,VVC,MVP,C172,T,N,TARI,1.0,0.0,0.0,3.0,25.0
2012,8,7NS,BOG,BE20,T,N,SEARCA S.A.,2.0,0.0,0.0,8.0,150.0
2012,9,GYM,GPI,PA34,T,N,AERO TAXI GUAYMARAL ATG S.A.S,1.0,0.0,0.0,2.0,80.0
2012,6,VVC,MVP,DC3,R,N,AIR COLOMBIA,1.0,0.0,3000.0,0.0,2300.0
2011,10,COG,UIB,B190,T,N,SEARCA S.A.,1.0,0.0,0.0,1.0,100.0
2012,10,9LI,VVC,C206,T,N,AERUPIA SAS,1.0,0.0,0.0,nan,0.0
2012,9,BOG,IBE,C303,T,N,PACIFICA DE AVIACION S.A.S,1.0,0.0,0.0,2.0,0.0
2010,12,VGP,BOG,B190,T,N,SEARCA S.A.,12.0,0.0,0.0,169.0,1860.0
2012,4,CZU,EJA,B190,T,N,TAC,1.0,0.0,0.0,nan,300.0
2013,7,GPI,CLO,PA34,T,N,TARI,1.0,0.0,0.0,0.0,20.0
2012,11,BOG,ADZ,E190,R,N,AEROREPUBLICA,89.0,nan,841401.0,7997.0,85616.0
2012,8,BOG,BOG,C414,T,N,AEROLINEAS ALAS DE COLOMBIA LTDA.,4.0,nan,0.0,12.0,0.0
2010,3,BOG,CTG,C560,T,N,CENTRAL CHARTER,3.0,0.0,0.0,10.0,0.0
2013,12,BOG,RVE,AT43,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,8.0,368.0,17160.0,329.0,24.31
2013,5,BMG,VVC,DC3,R,N,AIR COLOMBIA,4.0,0.0,24000.0,0.0,8000.0
2013,9,CLO,PPN,PA34,T,N,SOLAIR S.A.S,5.0,0.0,0.0,10.0,300.0
2011,4,IPI,BOG,B190,T,N,SEARCA S.A.,1.0,0.0,0.0,13.0,0.0
2013,10,TCO,CLO,L410,T,N,TAC,1.0,0.0,0.0,1.0,0.0
2012,9,7NT,BOG,BE40,T,N,SEARCA S.A.,1.0,0.0,0.0,1.0,0.0
2011,1,VVC,PCR,P28A,T,nan,TARI,16.0,0.0,0.0,16.0,429.0
2010,2,BOG,VVC,AN32,T,N,AER CARIBE LIMITADA,1.0,0.0,0.0,0.0,6734.0
2013,3,VVC,BOG,D328,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,5.0,160.0,3750.0,37.0,7.0
2011,7,IBE,FLA,PA34,T,N,SAER,3.0,0.0,0.0,6.0,200.0
2013,1,PUU,BOG,BE20,T,N,AER CARIBE LIMITADA,1.0,0.0,0.0,9.0,0.0
2012,9,PTL,NVA,PA31,T,N,SAER,1.0,0.0,0.0,nan,254.8
2013,7,CUC,CTG,JS32,R,N,AEROLINEA DE ANTIOQUIA S.A.,38.0,10.0,7676.0,2.0,0.0
2012,4,UIB,BOG,AT43,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,25.0,nan,37500.0,767.0,1309.0
2011,9,NVA,FLA,JS32,T,N,SARPA S.A.S,2.0,0.0,0.0,13.0,0.0
2013,7,ADZ,APO,L410,T,N,SEARCA S.A.,1.0,0.0,0.0,nan,0.0
2013,10,PTL,IBE,PA34,T,N,SAER,2.0,0.0,0.0,2.0,60.0
2010,10,VVC,BOG,PA31,T,N,LLANERA DE AVIACION,2.0,nan,0.0,nan,0.0
2013,1,MTR,PLT,C172,T,N,AVIOCESAR,1.0,0.0,0.0,2.0,59.0
2013,12,MVP,A01,C206,T,N,AMERICAÂ´S AIR SAS,8.0,0.0,0.0,6.0,1609.0
2012,2,EYP,VVC,C210,T,N,AERUPIA SAS,1.0,0.0,0.0,1.0,0.0
2011,11,EJA,VVC,PA34,T,N,SAER,1.0,0.0,0.0,2.0,250.0
2010,10,BOG,IBE,JS32,T,N,SARPA S.A.S,2.0,0.0,0.0,19.0,0.0
2011,11,TCO,CLO,D328,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,19.0,608.0,14250.0,430.0,850.0
2012,5,CLO,GPI,L410,T,N,TAC,9.0,0.0,0.0,nan,1659.0
2013,12,CUC,TME,C402,T,N,AEROCHARTER ANDINA S.A.S.,2.0,0.0,0.0,4.0,140.0
2013,8,FLA,BOG,PA34,T,N,AEROLINEAS ALAS DE COLOMBIA LTDA.,1.0,nan,0.0,4.0,0.0
2011,3,NQU,GYM,BN2P,T,N,INTEREJECUTIVA,1.0,0.0,0.0,3.0,220.0
2012,1,BOG,CUC,A319,R,N,AVIANCA,8.0,nan,58273.0,710.0,2825.0
2011,8,MQU,BOG,C303,T,N,AVIOICHARTER LIMITADA,3.0,0.0,0.0,6.0,0.0
2011,10,EJA,BOG,B190,T,N,SEARCA S.A.,8.0,0.0,0.0,85.0,831.0
2010,5,AUC,BOG,B721,R,N,LAS,3.0,0.0,6588.0,0.0,6548.0
2012,12,VVC,GPI,BE9L,T,N,RIO SUR,nan,0.0,0.0,4.0,200.0
2010,5,BOG,SMR,F10,A,N,AVIANCA,1.0,97.0,1265.0,95.0,433.0
2012,5,VVC,BOG,BE20,T,N,SEARCA S.A.,1.0,nan,0.0,4.0,0.0
2012,10,AUC,EJA,PA34,T,N,SAER,1.0,0.0,0.0,2.0,50.0
2010,3,BOG,OCV,PA34,T,N,TAXI AEREO CUSIANA LTDA,1.0,0.0,0.0,2.0,0.0
2012,11,MTR,CZU,AN26,T,N,AER CARIBE LIMITADA,1.0,0.0,0.0,0.0,3500.0
2013,3,NVA,VVC,C208,T,N,LLANERA DE AVIACION,1.0,0.0,0.0,0.0,182.0
2012,10,NQU,UIB,JS32,R,N,AEROLINEA DE ANTIOQUIA S.A.,nan,116.0,22377.0,71.0,289.0
2013,7,FLA,BOG,A318,R,N,AVIANCA,2.0,nan,10995.0,168.0,805.0
2011,12,VVC,PCR,PA34,T,N,SAER,nan,0.0,0.0,2.0,42.9
2010,12,7NS,VVC,B190,T,N,SEARCA S.A.,5.0,0.0,0.0,83.0,595.0
2011,5,CLO,BOG,F50,R,N,AVIANCA,6.0,nan,31313.0,127.0,0.0
2012,6,IBE,BOG,B350,T,N,HELISTAR S.A.S,1.0,0.0,0.0,5.0,68.0
2012,6,BOG,NVA,C208,T,N,LLANERA DE AVIACION,1.0,0.0,0.0,1.0,1562.0
2013,6,BOG,AUC,AT72,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,2.0,140.0,4000.0,44.0,0.0
2013,6,VVC,VVC,PA32,T,N,NO FIGURA,1.0,nan,0.0,2.0,100.0
2011,11,7NT,EYP,JS32,T,N,SARPA S.A.S,2.0,nan,0.0,23.0,0.0
2013,1,AUC,TME,C182,T,N,SAVIARE LTDA,3.0,0.0,0.0,6.0,0.0
2011,8,SMR,BOG,318,R,N,AVIANCA,13.0,1304.0,39629.5,nan,29524.04
2011,2,BOG,CUC,B190,T,N,SEARCA S.A.,1.0,0.0,0.0,1.0,125.0
2013,10,AUC,BOG,B721,R,N,LAS,3.0,0.0,4512.0,nan,4486.0
2011,9,CTG,BOG,318,R,N,AVIANCA,45.0,4500.0,810069.0,nan,23778.0
2013,3,EYP,PZA,C172,T,N,ALPES S.A.S,2.0,0.0,0.0,nan,30.0
2011,10,BOG,BOG,AN32,T,N,AER CARIBE LIMITADA,1.0,nan,0.0,0.0,6090.0
2010,11,BOG,CUC,C414,T,N,AEROLINEAS ALAS DE COLOMBIA LTDA.,3.0,0.0,0.0,nan,0.0
2013,2,BOG,BOG,A318,R,N,AVIANCA,nan,nan,17219.0,333.0,722.0
2010,9,MVP,BOG,B732,R,N,AEROSUCRE,13.0,0.0,195000.0,0.0,4557.0
2012,3,CLO,VUP,H25B,T,N,CENTRAL CHARTER,1.0,0.0,0.0,9.0,0.0
2010,8,BOG,CTG,M83,R,N,SAM,7.0,1019.0,42938.0,700.0,2581.0
2013,1,BOG,APO,JS32,T,N,SARPA S.A.S,1.0,0.0,0.0,1.0,0.0
2012,12,CLO,PUU,AT43,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,12.0,552.0,18000.0,419.0,0.0
2011,11,BOG,CUC,318,R,N,AVIANCA,97.0,9704.0,562476.2,8559.0,52299.39
2013,5,BUN,BOG,AT43,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,11.0,nan,16500.0,281.0,13.0
2010,3,BOG,MTR,E190,R,N,AEROREPUBLICA,62.0,6224.0,130146.0,4886.0,31780.0
2010,8,CLO,IBE,PA34,T,N,TARI,1.0,0.0,0.0,1.0,0.0
2010,4,BOG,ADZ,B737,R,N,AIRES,23.0,3404.0,128809.0,1631.0,20744.0
2011,6,BOG,EYP,L410,T,N,SEARCA S.A.,1.0,0.0,0.0,0.0,250.0
2013,2,BOG,CTG,A318,R,N,AVIANCA,34.0,nan,187750.0,3097.0,3534.0
2013,5,EYP,7NT,JS32,T,N,SARPA S.A.S,3.0,0.0,0.0,24.0,0.0
2012,4,BOG,SMR,A320,R,N,AVIANCA,136.0,20402.0,747815.0,nan,18305.0
2010,8,AUC,BOG,E145,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,9.0,450.0,10800.0,nan,489.0
2011,11,BOG,BOG,E170,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,8.0,nan,19200.0,386.0,2113.0
2012,7,VGP,NVA,BE20,T,N,SEARCA S.A.,1.0,0.0,0.0,8.0,270.0
2012,1,PSO,BOG,A318,A,N,AVIANCA,5.0,503.0,24784.0,443.0,645.0
2011,12,BOG,EYP,BE20,T,N,ALPES S.A.S,8.0,0.0,0.0,10.0,600.0
2012,10,COG,BOG,B190,T,N,SEARCA S.A.,2.0,0.0,0.0,21.0,300.0
2010,2,IBE,BOG,BE9L,T,N,RIO SUR,nan,nan,0.0,9.0,100.0
2012,7,SVI,GYM,PA31,T,N,SAER,1.0,0.0,0.0,2.0,150.0
2010,9,CTG,ADZ,BE40,T,N,SEARCA S.A.,1.0,0.0,0.0,6.0,254.8
2012,2,MTR,MTB,C206,T,N,AVIOCESAR,1.0,0.0,0.0,2.0,75.0
2011,6,SVI,BOG,B190,T,N,SEARCA S.A.,1.0,0.0,0.0,10.0,178.75
2013,5,SMR,BOG,B737,R,N,AEROREPUBLICA,20.0,2481.0,276938.0,2067.0,11182.0
2011,4,BOG,ADZ,B737,R,N,AIRES,25.0,3700.0,75000.0,2322.0,67989.0
2012,3,CUC,BOG,HAWK,T,N,HELISTAR S.A.S,1.0,nan,0.0,6.0,0.0
2010,6,PSO,BOG,F50,R,N,AVIANCA,26.0,1353.0,16110.5,1070.0,94.64
2013,12,VVC,PCR,AN26,T,N,AER CARIBE LIMITADA,1.0,0.0,0.0,nan,3575.0
2012,8,BBA,UIB,C206,T,N,AEROEJECUTIVOS DE ANTIOQUIA S.A.,5.0,0.0,0.0,14.0,190.0
2012,1,NVA,BOG,JS41,R,N,EASYFLY S.A,80.0,2384.0,0.0,1801.0,0.0
2011,1,EYP,VVC,C182,T,N,AERO APOYO,1.0,0.0,0.0,nan,6.0
2010,4,CUC,BOG,M83,R,N,AVIANCA,1.0,147.0,3508.0,109.0,0.0
2013,8,GPI,BOG,JS32,T,nan,SARPA S.A.S,1.0,0.0,0.0,15.0,0.0
2010,8,VVC,SVI,BN2P,T,N,AERUPIA SAS,1.0,0.0,0.0,8.0,0.0
2013,7,CLO,BOG,AC90,T,N,LLANERA DE AVIACION,1.0,0.0,0.0,1.0,0.0
2011,9,CLO,GPI,JS32,T,N,SARPA S.A.S,1.0,0.0,0.0,19.0,0.0
2011,7,BOG,CLO,B722,R,N,LAS,1.0,nan,19924.0,0.0,19884.0
2011,7,ADZ,CLO,BE20,T,N,RIO SUR,1.0,0.0,0.0,4.0,0.0
2010,4,BMG,VVC,C182,T,N,TARI,2.0,0.0,0.0,3.0,100.0
2011,11,NVA,BOG,F50,R,N,AVIANCA,184.0,9521.0,391724.0,7819.0,2912.0
2012,6,BOG,PSO,B190,T,N,HELI JET SAS,1.0,0.0,0.0,1.0,1.0
2010,12,AUC,TME,C182,T,N,AEROMENEGUA,3.0,0.0,0.0,6.0,600.0
2013,8,BOG,GYM,C414,T,N,AEROLINEAS ALAS DE COLOMBIA LTDA.,1.0,0.0,0.0,1.0,0.0
2011,7,EYP,BOG,JS41,R,N,EASYFLY S.A,nan,nan,0.0,4457.0,0.0
2013,9,BUN,BOG,AN32,T,N,AER CARIBE LIMITADA,2.0,0.0,0.0,0.0,16380.0
2012,10,BOG,AUC,E145,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,2.0,100.0,7200.0,99.0,426.0
2011,11,PTL,IBE,PA34,T,N,SAER,5.0,0.0,0.0,6.0,214.5
2011,4,BOG,EJA,F10,R,N,AVIANCA,65.0,6085.0,216154.50999999998,nan,11508.64
2013,1,BOG,ADZ,A320,R,N,AVIANCA,93.0,13950.0,399502.0,12384.0,278219.0
2012,3,BOG,TME,AT43,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,2.0,92.0,3000.0,nan,65.0
2011,7,ATC,BOG,PA34,T,N,SAER,1.0,0.0,0.0,nan,0.0
2013,8,APO,UIB,JS32,R,N,AEROLINEA DE ANTIOQUIA S.A.,2.0,38.0,8002.0,nan,0.0
2010,7,SMR,BOG,M83,R,N,AVIANCA,11.0,1621.0,16201.0,1478.0,7131.0
2012,7,GYM,GYM,PA34,T,N,SAER,1.0,0.0,0.0,nan,0.0
2013,6,BOG,MTR,AN26,T,N,AER CARIBE LIMITADA,1.0,nan,0.0,0.0,150.0
2010,3,BOG,MTR,B190,T,N,SEARCA S.A.,1.0,0.0,0.0,1.0,100.0
2011,9,CUC,BOG,BE9L,T,N,RIO SUR,2.0,0.0,0.0,4.0,0.0
2013,6,BOG,CTG,BE30,T,N,RIO SUR,1.0,0.0,0.0,nan,200.0
2010,6,PSO,BOG,F10,R,N,SAM,56.0,5434.0,180227.19,nan,3289.0
2012,7,VVC,EJA,C414,T,N,LLANERA DE AVIACION,1.0,nan,0.0,1.0,1.0
2011,12,RCH,BOG,319,R,N,AVIANCA,2.0,nan,17726.0,174.0,972.0
2012,7,7NT,BOG,B190,T,N,SEARCA S.A.,13.0,0.0,0.0,177.0,4014.0
2013,8,BOG,CLO,A320,R,N,AIRES,142.0,24708.0,497000.0,19982.0,93524.0
2013,11,MTR,CTG,D328,R,N,AEROLINEA DE ANTIOQUIA S.A.,5.0,160.0,32959.0,44.0,743.0
2012,10,CLO,PSO,F50,R,N,AVIANCA,30.0,1560.0,23676.0,nan,3074.0
2011,1,UIB,BOG,BE9L,T,N,RIO SUR,1.0,0.0,0.0,2.0,0.0
2010,7,MVP,VVC,E170,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,8.0,608.0,9600.0,168.0,24147.760000000002
2012,12,BOG,CUC,A318,R,N,AVIANCA,53.0,5299.0,102787.0,4505.0,31318.56
2010,6,CLO,CLO,E170,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,10.0,760.0,25000.0,511.0,584.0
2013,4,IBE,GYM,PA34,T,N,SAER,1.0,0.0,0.0,1.0,0.0
2012,8,CUC,BOG,B190,T,N,SEARCA S.A.,6.0,0.0,0.0,34.0,844.0
2013,5,BOG,AUC,B190,T,N,TAC,1.0,0.0,0.0,0.0,175.0
2011,6,9LI,VVC,C206,T,N,AERUPIA SAS,1.0,nan,0.0,3.0,0.0
2010,8,AUC,BOG,B722,R,N,LAS,1.0,0.0,3376.0,0.0,3369.0
2012,7,CLO,PSO,727,R,N,C.V. CARGO,1.0,0.0,17784.0,0.0,4251.0
2012,4,RAV,BOG,B190,T,N,SEARCA S.A.,1.0,0.0,0.0,15.0,0.0
2013,7,BOG,FLA,F50,R,N,AVIANCA,28.0,1185.0,32412.0,1088.0,6957.0
2012,7,CLO,UIB,C414,T,N,AEROLINEAS ALAS DE COLOMBIA LTDA.,1.0,0.0,0.0,2.0,0.0
2013,4,MMP,CTG,PA31,T,N,AVIOCESAR,1.0,0.0,0.0,3.0,67.0
2011,1,BUN,NVA,B190,T,N,SEARCA S.A.,1.0,0.0,0.0,1.0,1300.0
2010,6,PZA,7GF,C172,T,N,ALPES S.A.S,1.0,0.0,0.0,2.0,10.0
2013,2,IBE,FLA,PA30,T,N,SAER,1.0,0.0,0.0,2.0,100.0
2012,2,CIM,OCV,PA34,T,N,SAER,1.0,0.0,0.0,2.0,0.0
2010,9,BOG,NVA,B190,T,N,TAC,1.0,0.0,0.0,nan,0.0
2012,12,VVC,VVC,PA34,T,N,NO FIGURA,1.0,0.0,0.0,5.0,60.0
2011,10,BOG,EJA,L410,T,N,SEARCA S.A.,2.0,0.0,0.0,9.0,2850.0
2011,8,BBA,UIB,PA31,T,N,TAC,3.0,0.0,0.0,17.0,231.0
2011,6,CLO,BOG,727,R,N,C.V. CARGO,6.0,0.0,139425.0,0.0,66400.0
2010,11,BOG,PSO,F50,R,N,AVIANCA,16.0,678.0,14155.0,614.0,13.0
2013,12,CTG,BOG,A320,R,N,FAST COLOMBIA SAS,43.0,7740.0,0.0,6924.0,0.0
2012,6,BMG,VVC,DC3,R,N,SADELCA,2.0,8.0,4760.0,8.0,4760.0
2011,12,NVA,FLA,PA34,T,nan,SAER,9.0,0.0,0.0,12.0,3276.0
2013,8,CZU,BOG,B190,T,N,SEARCA S.A.,1.0,0.0,0.0,1.0,0.0
2011,3,CLO,UIB,D328,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,12.0,nan,9000.0,nan,1736.0
2012,1,IBE,MQU,PA34,T,N,SAER,9.0,0.0,0.0,18.0,2700.0
2011,12,RAV,AUC,C182,T,N,AEROMENEGUA,11.0,0.0,0.0,26.0,2400.0
2012,10,BOG,NVA,B190,T,N,SEARCA S.A.,19.0,nan,0.0,177.0,3571.0
2013,8,CLO,PSO,B721,R,N,LAS,1.0,nan,17428.0,nan,17393.0
2013,1,NVA,VVC,C210,T,N,SAVIARE LTDA,1.0,nan,0.0,1.0,0.0
2010,1,BOG,VVC,AT43,R,N,ARKAS S.A.,1.0,0.0,4712.0,0.0,4155.0
2010,10,PZA,VVC,C206,T,N,SAER,nan,0.0,0.0,4.0,0.0
2013,8,CLO,BOG,B732,R,N,AEROSUCRE,9.0,0.0,135000.0,nan,88614.0
2013,5,IBE,CPL,L410,T,N,SEARCA S.A.,1.0,nan,0.0,19.0,182.0
2012,4,CTG,CTG,A320,A,N,AVIANCA,10.0,nan,46168.0,1367.0,1000.0
2011,2,FLA,NVA,DH8D,R,N,AIRES,nan,nan,2860.0,82.0,1148.29
2012,1,PCR,BOG,B721,R,N,LAS,1.0,nan,1127.0,0.0,1125.0
2012,11,SMR,BOG,A320,R,N,AVIANCA,154.0,23100.0,651486.0,19625.0,59914.0
2012,8,AUC,AUC,C414,T,N,AEROLINEAS ALAS DE COLOMBIA LTDA.,1.0,0.0,0.0,4.0,0.0
