ano,mes,origen,destino,tipo_equipo,tipo_vuelo,trafico,empresa,vuelos,sillas,carga_ofrecida,pasajeros,carga_bordo
2012,1,BOG,CUC,BE20,T,N,RIO SUR,1.0,0.0,0.0,4.0,100.0
2013,5,UIB,BOG,DH8D,R,N,AIRES,30.0,1110.0,24000.0,873.0,4222.0
2013,10,IBE,BOG,DH8D,R,N,AIRES,98.0,3626.0,56056.0,2866.0,2323.75
2012,4,FLA,BOG,JS32,T,N,SARPA S.A.S,1.0,0.0,0.0,4.0,0.0
2013,7,CUC,AUC,C402,T,N,AEROCHARTER ANDINA S.A.S.,1.0,0.0,0.0,nan,180.0
2012,3,CUC,OCV,C303,T,N,AEROCHARTER ANDINA S.A.S.,6.0,0.0,0.0,6.0,0.0
2013,11,7NS,BOG,B190,T,N,SEARCA S.A.,nan,nan,0.0,149.0,880.0
2010,6,AUC,TME,C206,T,N,SAER,1.0,0.0,0.0,2.0,50.0
2010,4,CLO,BOG,D328,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,3.0,96.0,7078.5,2.0,0.0
2013,5,BOG,CLO,JS32,T,N,SARPA S.A.S,1.0,0.0,0.0,10.0,0.0
2013,12,MVP,VVC,AT72,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,9.0,621.0,18000.0,569.0,0.0
2013,4,BOG,IPI,D328,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,13.0,416.0,19500.0,nan,0.0
2012,6,BOG,FLA,JS32,T,N,SARPA S.A.S,4.0,nan,0.0,11.0,0.0
2011,6,NVA,BOG,BE20,T,N,SEARCA S.A.,2.0,0.0,0.0,11.0,40.0
2010,5,BOG,CTG,M83,R,N,SAM,1.0,142.0,7211.0,107.0,34.0
2010,11,BOG,VVC,AN32,T,N,AER CARIBE LIMITADA,2.0,0.0,0.0,0.0,1687.3999999999999
2013,5,EYP,AUC,JS32,T,nan,SARPA S.A.S,nan,0.0,0.0,18.0,0.0
2013,11,PUU,BOG,AT72,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,1.0,70.0,2000.0,29.0,0.0
2011,10,BOG,CLO,C560,T,N,CENTRAL CHARTER,4.0,0.0,0.0,8.0,0.0
2012,10,BOG,ADZ,BE9L,T,N,RIO SUR,1.0,0.0,0.0,2.0,100.0
2011,2,GYM,PCR,C206,T,N,SAER,1.0,0.0,0.0,2.0,20.0
2012,9,CUC,BOG,A320,R,N,AIRES,7.0,1176.0,24500.0,878.0,2256.0
2011,1,IBE,BOG,B190,T,N,SEARCA S.A.,1.0,0.0,0.0,14.0,286.0
2012,8,VUP,BOG,A318,R,N,AVIANCA,70.0,6999.0,476511.75,nan,6775.34
2011,7,EJA,EYP,B190,T,N,SEARCA S.A.,1.0,0.0,0.0,0.0,171.6
2013,5,BMG,VVC,DC3,R,N,AIR COLOMBIA,4.0,0.0,12000.0,0.0,4000.0
2010,10,BOG,CTG,E190,R,N,AEROREPUBLICA,146.0,15434.0,306136.0,13679.0,51179.0
2012,6,SMR,BOG,HAWK,T,N,HELISTAR S.A.S,1.0,0.0,0.0,10.0,0.0
2011,10,AUC,TME,C182,T,N,SAVIARE LTDA,16.0,0.0,0.0,32.0,220.0
2011,4,BOG,VVC,DH8D,R,N,AIRES,45.0,nan,3000.0,1299.0,2985.0
2012,11,VVC,VVC,C172,T,N,TARI,1.0,0.0,0.0,1.0,30.0
2010,6,BOG,PIP,BE20,T,N,SEARCA S.A.,1.0,nan,0.0,8.0,0.0
2010,9,BOG,CTG,M83,R,N,AVIANCA,41.0,5946.0,220702.0,4777.0,11107.0
2011,2,BUN,CLO,PA34,T,N,TARI,1.0,0.0,0.0,2.0,25.0
2013,10,PCR,BOG,AN32,T,N,AER CARIBE LIMITADA,1.0,0.0,0.0,nan,500.0
2010,4,BOG,VVC,B190,T,N,SEARCA S.A.,5.0,0.0,0.0,66.0,1290.0
2012,8,VVC,BOG,D328,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,5.0,160.0,3750.0,91.0,7.0
2013,3,VVC,BOG,C208,T,N,VIAS AEREAS NACIONALES VIANA S.A.S.,1.0,0.0,0.0,2.0,0.0
2012,3,TCO,PPN,AN26,T,N,AER CARIBE LIMITADA,1.0,0.0,0.0,0.0,4000.0
2011,3,MTR,BOG,BE9L,T,N,RIO SUR,1.0,0.0,0.0,4.0,0.0
2012,9,CUC,CLO,C414,T,N,AEROLINEAS ALAS DE COLOMBIA LTDA.,1.0,0.0,0.0,4.0,0.0
2013,8,IBE,GYM,PA34,T,N,SAER,1.0,0.0,0.0,1.0,0.0
2010,11,BOG,NVA,F50,R,N,AVIANCA,91.0,4356.0,75928.0,nan,565.0
2012,10,CPL,IBE,PA34,T,N,SAER,3.0,0.0,0.0,6.0,300.0
2010,7,BOG,PCR,E170,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,12.0,912.0,28800.0,nan,2237.0
2010,8,BOG,MVP,E170,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,4.0,304.0,4800.0,168.0,11491.48
2011,4,PPN,CLO,C402,T,N,AEROEJECUTIVOS DE ANTIOQUIA S.A.,4.0,nan,0.0,12.0,317.0
2012,6,PUU,BOG,JS32,T,N,SARPA S.A.S,1.0,0.0,0.0,3.0,0.0
2010,7,EYP,BOG,B721,R,N,LAS,1.0,0.0,255.0,0.0,254.0
2013,12,MMP,MMP,PA34,T,N,AVIOCESAR,nan,0.0,0.0,3.0,72.0
2013,7,VVC,BOG,BE20,T,N,NACIONAL DE AVIACION S.A.S,1.0,0.0,0.0,7.0,0.0
2013,5,BOG,AUC,BE40,T,N,SEARCA S.A.,1.0,0.0,0.0,8.0,0.0
2011,4,VVC,BOG,B721,R,N,LAS,1.0,0.0,804.0,0.0,802.0
2013,6,IBE,BOG,F50,R,nan,AVIANCA,93.0,4816.0,128047.0,3726.0,368.0
2011,9,BBA,UIB,C206,T,N,AEROEJECUTIVOS DE ANTIOQUIA S.A.,3.0,0.0,0.0,nan,1073.8
2010,10,SVI,VVC,C208,T,N,LLANERA DE AVIACION,1.0,nan,0.0,5.0,0.0
2013,11,CTG,BOG,A320,R,N,AVIANCA,406.0,60899.0,2448069.0,50881.0,92707.0
2013,12,MTR,BOG,A319,R,N,AVIANCA,41.0,4920.0,354781.0,3664.0,8159.0
2013,6,TDA,VVC,PA34,T,N,SAER,1.0,0.0,0.0,1.0,0.0
2010,10,PSO,BOG,F50,R,N,AVIANCA,23.0,1196.0,37927.0,1064.0,170.0
2013,9,CTG,BOG,A318,R,N,AVIANCA,40.0,3999.0,495840.0,nan,49584.0
2012,5,ACR,SVI,D328,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,4.0,128.0,3000.0,5.0,0.0
2013,2,CTG,BOG,A320,R,N,FAST COLOMBIA SAS,16.0,2880.0,0.0,2314.0,0.0
2010,6,MFS,VVC,C182,T,N,TARI,1.0,0.0,0.0,1.0,0.0
2010,4,9CU,EYP,C206,T,N,ALPES S.A.S,6.0,0.0,0.0,17.0,450.0
2012,9,EJA,BOG,B190,T,N,SEARCA S.A.,nan,nan,0.0,52.0,630.0
2011,1,NVA,BOG,AN32,R,N,SADELCA,1.0,0.0,6700.0,0.0,2000.0
2011,10,EYP,PUU,B190,T,N,SEARCA S.A.,1.0,0.0,0.0,nan,715.0
2013,2,MQU,BOG,B190,T,N,SEARCA S.A.,nan,0.0,0.0,nan,600.0
2011,3,EJA,EYP,B190,T,N,SEARCA S.A.,1.0,nan,0.0,0.0,800.0
2011,6,VGP,NVA,C210,T,N,SAER,1.0,0.0,0.0,2.0,60.0
2010,10,CLO,PSO,E145,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,1.0,50.0,1200.0,17.0,0.0
2011,4,AUC,BOG,E300,T,N,HELI JET SAS,10.0,0.0,0.0,90.0,0.0
2012,5,PCR,BOG,AN32,T,N,AER CARIBE LIMITADA,1.0,nan,0.0,0.0,4000.0
2011,6,BOG,PSO,F50,R,N,AVIANCA,nan,1352.0,7138.0,nan,202.0
2013,7,CLO,BOG,H25B,T,N,CENTRAL CHARTER,1.0,nan,0.0,3.0,0.0
2012,7,NQU,NQU,DHC6,R,N,AEROLINEA DE ANTIOQUIA S.A.,13.0,216.0,2615.0,nan,192.0
2013,4,AUC,OCV,C402,T,N,AEROCHARTER ANDINA S.A.S.,1.0,0.0,0.0,nan,0.0
2011,2,VVC,BMG,C172,T,N,SAVIARE LTDA,nan,nan,0.0,2.0,0.0
2012,5,FLA,BOG,D328,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,7.0,224.0,15750.0,nan,0.0
2013,3,AUC,CUC,C402,T,N,AEROCHARTER ANDINA S.A.S.,3.0,0.0,0.0,4.0,0.0
2010,10,CLO,ADZ,A320,C,N,AVIANCA,6.0,nan,13993.0,848.0,77768.6
2013,10,VVC,MVP,C208,T,N,VIAS AEREAS NACIONALES VIANA S.A.S.,1.0,0.0,0.0,9.0,0.0
2013,5,BOG,GPI,B190,T,N,TAC,6.0,0.0,0.0,95.0,1494.0
2011,9,BOG,TME,D328,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,5.0,160.0,3750.0,105.0,189.0
2011,10,BOG,AUC,JS32,T,nan,SARPA S.A.S,3.0,0.0,0.0,21.0,0.0
2011,8,PZA,VVC,P28A,T,N,SAER,nan,0.0,0.0,4.0,218.4
2010,11,SVI,FLA,C208,T,N,VIAS AEREAS NACIONALES VIANA S.A.S.,nan,0.0,0.0,23.0,0.0
2010,11,BOG,PSO,E145,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,nan,nan,3600.0,45.0,0.0
2011,10,NVA,PTL,PA34,T,N,SAER,2.0,0.0,0.0,4.0,300.0
2013,10,TLU,UIB,JS32,R,N,AEROLINEA DE ANTIOQUIA S.A.,1.0,17.0,9882.0,0.0,6.0
2011,11,AUC,VVC,C182,T,N,AEROMENEGUA,1.0,0.0,0.0,1.0,1716.0
2010,9,IBE,MQU,PA34,T,N,SAER,nan,nan,0.0,2.0,300.0
2010,1,RCH,CTG,E145,A,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,1.0,50.0,1200.0,10.0,0.0
2013,9,BOG,CLO,R722,R,N,LAS,1.0,0.0,22941.0,0.0,22895.0
2010,7,VGP,VGP,B190,T,N,SEARCA S.A.,nan,0.0,0.0,126.0,1569.0
2010,6,BOG,CLO,BE20,T,N,RIO SUR,2.0,0.0,0.0,3.0,0.0
2013,10,BOG,RCH,A319,R,N,AVIANCA,11.0,1320.0,54323.0,nan,5294.0
2013,1,UIB,COG,D328,R,N,AEROLINEA DE ANTIOQUIA S.A.,13.0,454.0,4885.0,19.0,0.0
2012,9,BOG,BOG,L410,T,N,SEARCA S.A.,1.0,0.0,0.0,0.0,1000.0
2013,10,GYM,PUU,C208,T,N,LLANERA DE AVIACION,1.0,0.0,0.0,4.0,309.0
2011,1,BUN,BOG,JS32,T,N,SARPA S.A.S,1.0,nan,0.0,nan,0.0
2011,11,CTG,BOG,HAWK,T,N,HELISTAR S.A.S,2.0,0.0,0.0,1.0,0.0
2011,2,CLO,BOG,727,R,N,C.V. CARGO,6.0,0.0,70305.0,nan,385847.28
2012,10,EJA,RCH,C402,T,N,AEROCHARTER ANDINA S.A.S.,1.0,0.0,0.0,5.0,30.0
2011,12,EYP,GYM,PA31,T,N,SAER,1.0,nan,0.0,2.0,182.0
2012,10,PPN,VVC,PA34,T,N,SAER,1.0,0.0,0.0,2.0,100.0
2010,3,CUC,BOG,AT43,R,N,ARKAS S.A.,1.0,0.0,4385.0,0.0,4345.0
2011,8,EYP,BOG,BE20,T,N,RIO SUR,3.0,0.0,0.0,12.0,0.0
2013,11,BUN,BOG,AT43,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,13.0,600.0,19350.0,382.0,13.0
2012,5,ADZ,CTG,BE40,T,N,SEARCA S.A.,2.0,0.0,0.0,9.0,0.0
2012,4,BOG,CZU,B190,T,N,TAC,1.0,0.0,0.0,1.0,0.0
2011,6,UIB,BBA,L410,T,N,TAC,1.0,0.0,0.0,12.0,250.0
2012,1,BOG,VUP,B190,T,N,SEARCA S.A.,2.0,0.0,0.0,4.0,430.0
2012,4,BOG,EJA,F50,A,N,AVIANCA,1.0,52.0,3103.0,7.0,350.0
2013,12,VUP,APO,C206,T,N,LANS S.A.S,1.0,0.0,0.0,5.0,20.0
2012,9,FLA,BOG,AT43,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,47.0,2162.0,70500.0,nan,772.0
2012,8,BOG,FLA,JS32,T,N,SARPA S.A.S,1.0,0.0,0.0,8.0,0.0
2013,6,BOG,MTR,A318,R,N,AVIANCA,nan,nan,45916.0,894.0,2587.0
2013,10,BOG,RVE,BE20,T,N,SEARCA S.A.,1.0,0.0,0.0,3.0,80.0
2013,12,GYM,VGP,PA34,T,N,SAER,1.0,0.0,0.0,1.0,20.0
2011,3,9LI,VVC,C206,T,N,AERUPIA SAS,1.0,0.0,0.0,3.0,0.0
2010,12,SVI,IBE,PA34,T,N,SAER,1.0,nan,0.0,2.0,143.0
2011,10,BOG,GYM,PA31,T,N,SAER,2.0,0.0,0.0,0.0,10.0
2012,9,BOG,CTG,B737,R,N,AEROREPUBLICA,30.0,nan,840538.0,3033.0,18636.0
2011,9,BOG,EYP,C303,T,N,AVIOICHARTER LIMITADA,1.0,0.0,0.0,2.0,0.0
2010,7,TCO,BOG,B190,T,N,SEARCA S.A.,5.0,0.0,0.0,nan,1275.0
2010,12,MTR,BOG,M83,R,N,AVIANCA,1.0,147.0,6796.79,133.0,71.5
2012,4,IBE,IBE,PA34,T,N,SAER,2.0,nan,0.0,3.0,0.0
2011,9,CLO,BOG,318,R,N,AVIANCA,148.0,14799.0,1401603.0599999998,12109.0,28980.379999999997
2013,2,EYP,BOG,B190,T,N,SEARCA S.A.,38.0,0.0,0.0,520.0,5158.0
2010,1,PSO,BOG,AT43,R,N,ARKAS S.A.,1.0,0.0,8690.0,0.0,8690.0
2013,9,BOG,VVC,JS32,T,N,SARPA S.A.S,1.0,0.0,0.0,2.0,0.0
2012,8,VGP,NVA,JS32,T,N,SARPA S.A.S,4.0,nan,0.0,28.0,1.0
2012,12,IBE,CPL,PA31,T,N,SAER,1.0,0.0,0.0,2.0,44.0
2013,6,PCR,VVC,PA34,T,N,NO FIGURA,2.0,0.0,0.0,nan,100.0
2012,2,BOG,CTG,E190,R,N,AEROREPUBLICA,78.0,8173.0,637661.0,5969.0,24889.0
2012,5,PUU,BOG,D328,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,1.0,32.0,375.0,nan,149.24
2011,11,7NS,VVC,B190,T,N,SEARCA S.A.,4.0,0.0,0.0,63.0,395.0
2013,8,BBA,UIB,C206,T,N,AEROEJECUTIVOS DE ANTIOQUIA S.A.,4.0,0.0,0.0,12.0,1153.88
2010,6,9CU,EYP,C172,T,N,AEROCOL S.A.S,1.0,0.0,0.0,2.0,182.0
2011,9,BOG,FLA,AT43,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,42.0,1932.0,63000.0,1759.0,3252.0
2011,2,TCO,CLO,PA34,T,nan,TARI,4.0,0.0,0.0,4.0,246.0
2011,6,CLO,CTG,H25B,T,N,CENTRAL CHARTER,3.0,0.0,0.0,9.0,0.0
2010,6,EJA,VUP,PA34,T,N,LANS S.A.S,1.0,0.0,0.0,3.0,0.0
2012,12,BBA,UIB,C402,T,N,HELIGOLFO S.A.S,5.0,0.0,0.0,21.0,1055.6000000000001
2010,5,EJA,BOG,F10,R,N,AVIANCA,2.0,194.0,16160.0,128.0,0.0
2013,12,GPI,CLO,L410,T,N,TAC,36.0,0.0,0.0,586.0,6506.0
2010,6,PSO,CLO,F50,R,N,AVIANCA,51.0,2652.0,86889.0,1931.0,546.0
2012,12,EYP,9CU,C206,T,N,AERO APOYO,2.0,0.0,0.0,5.0,564.0
2010,5,BOG,IBE,DH8D,R,N,AIRES,119.0,4403.0,10328.0,2369.0,8768.0
2011,1,BOG,BUN,D328,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,12.0,384.0,27000.0,278.0,468.0
2011,7,EYP,VVC,C206,T,N,AERUPIA SAS,3.0,0.0,0.0,5.0,109.2
2012,3,PSO,BOG,C208,T,N,LLANERA DE AVIACION,1.0,0.0,0.0,2.0,0.0
2011,12,EYP,RAV,C206,T,N,ALPES S.A.S,2.0,0.0,0.0,3.0,45.0
2012,6,BOG,EYP,PA31,T,N,SAER,1.0,0.0,0.0,nan,150.0
2012,6,UIB,ACD,B190,T,N,TAC,1.0,0.0,0.0,17.0,105.0
2011,10,UIB,NQU,PA34,T,N,AEROEXPRESO DEL PACIFICO S.A.,47.0,0.0,0.0,191.0,912.0
2013,2,CLO,BOG,A320,R,N,AIRES,132.0,nan,462000.0,14563.0,68997.0
2010,8,PSO,BOG,F10,R,N,AVIANCA,5.0,486.0,13173.0,348.0,0.0
2012,12,BOG,BUN,AT43,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,10.0,460.0,15000.0,nan,0.0
2010,11,BOG,7NS,B190,T,N,SEARCA S.A.,3.0,0.0,0.0,26.0,600.0
2011,8,BOG,IBE,L410,T,N,SEARCA S.A.,1.0,0.0,0.0,1.0,0.0
2013,2,CLO,BOG,E190,R,N,AEROREPUBLICA,nan,nan,865345.0,6516.0,27772.0
2013,6,MTR,BOG,A318,R,N,AVIANCA,11.0,nan,211995.0,840.0,8028.0
2013,3,ACR,SVI,D328,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,5.0,160.0,3750.0,42.0,0.0
2011,11,VGP,BOG,BE9L,T,N,RIO SUR,1.0,nan,0.0,nan,300.0
2010,10,BOG,CTG,319,R,N,AVIANCA,3.0,nan,55902.0,308.0,876.0
2012,3,BOG,VVC,BE9T,T,N,HELI JET SAS,1.0,0.0,0.0,nan,243.1
2011,2,BOG,GPI,BE9L,T,N,RIO SUR,1.0,0.0,0.0,10.0,0.0
2010,12,VVC,EYP,C182,T,N,SAER,1.0,0.0,0.0,2.0,0.0
2013,10,BOG,CLO,A320,R,N,AVIANCA,478.0,71700.0,4027625.03,60929.0,343531.76
2013,2,UIB,NQU,C206,T,N,AEROEJECUTIVOS DE ANTIOQUIA S.A.,3.0,0.0,0.0,1.0,1021.0
2011,8,BOG,EYP,B732,R,N,AEROSUCRE,9.0,0.0,135000.0,0.0,131459.0
2010,6,BOG,CTG,B737,R,N,AIRES,125.0,18500.0,44056.0,14637.0,5120.0
2013,10,PCR,EYP,C206,T,N,AERUPIA SAS,1.0,0.0,0.0,1.0,0.0
2012,4,UIB,NQU,L410,T,nan,TAC,1.0,nan,0.0,nan,130.0
2011,3,NVA,BOG,DH4,R,N,AIRES,32.0,2496.0,1000.0,1688.0,891.8000000000001
2010,10,UIB,BBA,L410,T,N,TAC,11.0,0.0,0.0,64.0,2789.0
2011,6,BOG,CTG,E190,R,N,AEROREPUBLICA,109.0,11521.0,1274780.0,nan,40331.0
2010,10,CUC,BOG,M83,R,N,AVIANCA,11.0,1617.0,76900.0,nan,827.0
2011,2,9AB,BOG,B190,T,N,SEARCA S.A.,2.0,0.0,0.0,27.0,140.0
2011,4,NVA,SVI,PA34,T,N,SAER,nan,0.0,0.0,3.0,600.0
2012,11,CZU,ELB,C182,T,N,AVIOCESAR,1.0,nan,0.0,2.0,67.0
2010,3,SVI,VVC,C182,T,N,TARI,1.0,0.0,0.0,0.0,0.0
2010,2,PUU,NVA,B190,T,N,SEARCA S.A.,13.0,0.0,0.0,nan,3832.0
2010,10,RAV,EYP,C206,T,N,AEROCOL S.A.S,2.0,0.0,0.0,4.0,140.0
2013,2,7HG,PZA,C206,T,N,ALPES S.A.S,2.0,0.0,0.0,5.0,30.0
2013,3,CTG,BOG,C560,T,N,CENTRAL CHARTER,1.0,0.0,0.0,8.0,0.0
2013,6,UIB,BBA,C303,T,N,AEROEJECUTIVOS DE ANTIOQUIA S.A.,2.0,0.0,0.0,4.0,0.0
2013,1,BOG,NVA,F50,R,N,AVIANCA,163.0,7396.0,178340.0,5394.0,1129.0
2011,1,VVC,RVE,P28A,T,N,NO FIGURA,1.0,nan,0.0,1.0,0.0
2012,9,SVI,SVI,C303,T,N,TACA S.A.S,2.0,0.0,0.0,0.0,560.0
2013,8,UIB,CLO,PA34,T,N,SOLAIR S.A.S,1.0,nan,0.0,2.0,0.0
2011,6,NVA,BOG,DH8D,R,N,AIRES,nan,1961.0,4290.0,1583.0,3226.08
2012,6,MTR,ADZ,PA31,T,N,SAER,1.0,0.0,0.0,3.0,10.0
2013,2,VUP,BOG,A319,R,N,AVIANCA,3.0,320.0,25127.0,260.0,51.0
2012,11,UIB,NQU,DHC6,R,N,AEROLINEA DE ANTIOQUIA S.A.,9.0,140.0,1719.0,107.0,445.0
2011,8,AUC,VVC,P28A,T,N,SAER,1.0,0.0,0.0,1.0,0.0
2012,4,BOG,VGP,D328,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,9.0,288.0,9652.5,223.0,251.67999999999998
2013,9,CLO,CLO,A320,R,N,AVIANCA,23.0,3450.0,16322.0,2502.0,1632.0
2010,6,9CU,EYP,C172,T,N,AERO APOYO,23.0,0.0,0.0,nan,0.0
2013,2,BOG,SMR,A320,R,nan,AVIANCA,154.0,23020.0,744865.0,19369.0,22978.0
2012,8,NVA,BOG,F50,R,N,AVIANCA,136.0,7004.0,143932.0,5970.0,691.0
2012,7,VVC,PCR,DC3,R,N,AIR COLOMBIA,2.0,0.0,6000.0,0.0,4000.0
2013,7,BOG,CTG,B190,T,N,SEARCA S.A.,2.0,0.0,0.0,17.0,1900.0
2010,5,VUP,VUP,F10,A,N,SAM,3.0,292.0,1892.0,288.0,23.0
2013,10,VVC,PCR,DC3,R,N,SADELCA,1.0,0.0,2700.0,0.0,1300.0
2013,12,FLA,IBE,C340,T,N,SAER,2.0,0.0,0.0,2.0,50.0
2013,11,VVC,BOG,BE20,T,N,SEARCA S.A.,1.0,0.0,0.0,7.0,100.0
2012,12,BOG,UIB,D328,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,1.0,32.0,750.0,26.0,316.0
2012,9,CZU,BOG,AT43,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,29.0,1334.0,130500.0,nan,789.0
2010,6,EYP,VVC,C206,T,N,SAER,2.0,nan,0.0,4.0,0.0
2011,11,IBE,BOG,BE20,T,N,SEARCA S.A.,1.0,0.0,0.0,nan,0.0
2012,5,BOG,CLO,B732,R,N,AEROSUCRE,4.0,0.0,60000.0,0.0,59313.0
2013,3,SVI,ACR,D328,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,5.0,160.0,3750.0,11.0,842.0
2013,2,BMG,VVC,PA34,T,N,SAER,2.0,0.0,0.0,6.0,10.0
2010,1,BOG,CUC,319,R,N,AVIANCA,2.0,241.0,6243.0,nan,144.0
2012,1,BOG,CLO,B722,R,N,LAS,1.0,nan,20026.0,0.0,19986.0
2011,5,PCR,VVC,P28A,T,N,TARI,1.0,0.0,0.0,1.0,0.0
2010,9,CLO,BOG,AN32,R,N,SADELCA,1.0,0.0,6700.0,0.0,400.0
2010,9,PUU,NVA,PA34,T,N,SAER,3.0,0.0,0.0,6.0,220.0
2012,3,MTR,CTG,JS32,R,N,AEROLINEA DE ANTIOQUIA S.A.,59.0,1101.0,28615.0,598.0,1590.0
2012,2,BOG,VUP,DH4,R,N,AIRES,10.0,780.0,2519.0,598.0,2399.0
2013,12,GYM,NVA,C208,T,N,LLANERA DE AVIACION,2.0,0.0,0.0,10.0,2319.0
2011,5,VVC,9LI,C206,T,N,AERUPIA SAS,1.0,0.0,0.0,1.0,20.0
2012,2,FLA,IBE,PA34,T,N,SAER,1.0,0.0,0.0,2.0,100.0
2011,8,9CU,EYP,C206,T,N,AERO APOYO,nan,nan,0.0,nan,293.15
2012,2,IBE,BOG,PA31,T,N,SAER,1.0,nan,0.0,1.0,0.0
2013,4,PPN,CLO,PA34,T,N,TARI,4.0,0.0,0.0,nan,171.6
2013,5,BOG,MTR,A319,R,N,AVIANCA,23.0,2759.0,150500.0,2034.0,3998.0
2011,3,EYP,BOG,BE20,T,N,SEARCA S.A.,4.0,0.0,0.0,4.0,10.0
2010,4,VVC,BMG,C172,T,N,SAVIARE LTDA,3.0,0.0,0.0,7.0,90.0
2013,1,AUC,CUC,C402,T,N,AEROCHARTER ANDINA S.A.S.,2.0,0.0,0.0,4.0,145.6
2013,7,GPI,PPN,PA34,T,N,SAER,1.0,0.0,0.0,nan,20.0
2013,10,BOG,CTG,E190,R,N,AEROREPUBLICA,62.0,nan,957845.46,nan,39886.99
2012,1,NVA,BOG,C208,T,N,LLANERA DE AVIACION,1.0,nan,0.0,1.0,0.0
2013,2,MTR,CTG,JS32,R,N,AEROLINEA DE ANTIOQUIA S.A.,52.0,nan,12246.0,528.0,726.0
2010,8,VVC,MVP,C206,T,N,AEROLINEAS LLANERAS ARALL LTDA.,1.0,nan,0.0,5.0,100.0
2010,10,CLO,BUN,B190,T,N,SEARCA S.A.,1.0,0.0,0.0,19.0,100.0
2012,6,AUC,TME,C182,T,N,AEROMENEGUA,3.0,0.0,0.0,7.0,3640.0
2010,5,VGP,SVI,B190,T,N,SEARCA S.A.,3.0,nan,0.0,29.0,247.0
2011,4,BOG,CUC,B722,R,N,LAS,1.0,0.0,21462.0,0.0,21419.0
2012,9,VUP,VUP,PA34,T,N,AERO TAXI GUAYMARAL ATG S.A.S,1.0,0.0,0.0,nan,47.0
2012,1,SVI,VVC,PA34,T,N,AERUPIA SAS,1.0,0.0,0.0,2.0,0.0
2010,10,CUC,TME,C182,T,N,LANS S.A.S,3.0,0.0,0.0,6.0,60.0
2013,8,CLO,PSO,F50,R,N,AVIANCA,27.0,nan,24883.0,1192.0,4855.0
2013,7,GYM,MQU,PA34,T,N,AERO TAXI GUAYMARAL ATG S.A.S,2.0,0.0,0.0,nan,0.0
2010,1,BOG,BOG,F10,R,N,SAM,32.0,3122.0,42760.0,2979.0,2352.0
2011,4,CUC,BOG,DH8D,R,N,AIRES,1.0,37.0,0.0,36.0,0.0
2012,3,BOG,CLO,B737,R,N,AIRES,71.0,nan,32220.0,5997.0,24944.0
2011,12,EYP,7NT,JS32,T,nan,SARPA S.A.S,5.0,0.0,0.0,28.0,0.0
2012,2,EYP,BOG,L410,T,N,SEARCA S.A.,6.0,0.0,0.0,nan,80.0
2010,3,BOG,TCO,B190,T,N,SEARCA S.A.,7.0,0.0,0.0,nan,1550.0
2011,1,PUU,NVA,B190,T,N,SEARCA S.A.,15.0,0.0,0.0,244.0,2072.0
2012,11,EJA,BOG,B721,R,N,LAS,1.0,nan,972.4,0.0,970.9699999999999
2011,7,AUC,VVC,DC3,T,N,AEROLINEAS LLANERAS ARALL LTDA.,1.0,0.0,0.0,0.0,7500.0
2010,4,VVC,MVP,E145,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,nan,600.0,14400.0,457.0,1072.0
2010,12,BOG,PUU,AT43,R,N,SERVICIO AEREO A TERRITORIOS NACIONALES SATENA,13.0,598.0,58500.0,405.0,0.0
2010,2,APO,ACD,JS32,R,N,AEROLINEA DE ANTIOQUIA S.A.,10.0,187.0,2273.0,59.0,949.0
2012,5,VVC,BOG,BE20,T,N,SEARCA S.A.,1.0,nan,0.0,4.0,0.0
2011,4,EJA,BOG,BE20,T,nan,RIO SUR,1.0,0.0,0.0,5.0,0.0
2013,8,GYM,UIB,PA34,T,N,AEROLINEAS ALAS DE COLOMBIA LTDA.,1.0,0.0,0.0,2.0,0.0
